"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/08/2023","AirNow","060010009","3","7.7","ug/m3 LC","32","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/09/2023","AirNow","060010009","3","7.3","ug/m3 LC","30","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/10/2023","AirNow","060010009","3","6.5","ug/m3 LC","27","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/11/2023","AirNow","060010009","3","4.7","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/12/2023","AirNow","060010009","3","6.9","ug/m3 LC","29","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/13/2023","AirNow","060010009","3","4.9","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/14/2023","AirNow","060010009","3","6.2","ug/m3 LC","26","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/15/2023","AirNow","060010009","3","4.6","ug/m3 LC","19","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/16/2023","AirNow","060010009","3","4.5","ug/m3 LC","19","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/17/2023","AirNow","060010009","3","5.1","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/18/2023","AirNow","060010009","3","5.7","ug/m3 LC","24","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/19/2023","AirNow","060010009","3","4.5","ug/m3 LC","19","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/20/2023","AirNow","060010009","3","5","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/21/2023","AirNow","060010009","3","6.8","ug/m3 LC","28","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/22/2023","AirNow","060010009","3","5.7","ug/m3 LC","24","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/23/2023","AirNow","060010009","3","4.2","ug/m3 LC","18","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/24/2023","AirNow","060010009","3","6.4","ug/m3 LC","27","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/25/2023","AirNow","060010009","3","7.4","ug/m3 LC","31","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/26/2023","AirNow","060010009","3","5.3","ug/m3 LC","22","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/27/2023","AirNow","060010009","3","9.1","ug/m3 LC","38","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/28/2023","AirNow","060010009","3","9.7","ug/m3 LC","40","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/29/2023","AirNow","060010009","3","4","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/30/2023","AirNow","060010009","3","4.1","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/31/2023","AirNow","060010009","3","6.5","ug/m3 LC","27","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/01/2023","AirNow","060010009","3","11.8","ug/m3 LC","49","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/02/2023","AirNow","060010009","3","17.9","ug/m3 LC","63","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/03/2023","AirNow","060010009","3","5.4","ug/m3 LC","23","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/04/2023","AirNow","060010009","3","5.4","ug/m3 LC","23","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/05/2023","AirNow","060010009","3","6.1","ug/m3 LC","25","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/06/2023","AirNow","060010009","3","4.5","ug/m3 LC","19","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/07/2023","AirNow","060010009","3","6.3","ug/m3 LC","26","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/08/2023","AirNow","060010009","3","11.3","ug/m3 LC","47","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/09/2023","AirNow","060010009","3","12.6","ug/m3 LC","52","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/10/2023","AirNow","060010009","3","7.1","ug/m3 LC","30","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/11/2023","AirNow","060010009","3","5.5","ug/m3 LC","23","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/12/2023","AirNow","060010009","3","8.3","ug/m3 LC","35","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/13/2023","AirNow","060010009","3","11.4","ug/m3 LC","48","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/14/2023","AirNow","060010009","3","5.1","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/15/2023","AirNow","060010009","3","3.9","ug/m3 LC","16","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/16/2023","AirNow","060010009","3","6.8","ug/m3 LC","28","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/17/2023","AirNow","060010009","3","9.3","ug/m3 LC","39","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/18/2023","AirNow","060010009","3","10.2","ug/m3 LC","43","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/19/2023","AirNow","060010009","3","10.4","ug/m3 LC","43","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/20/2023","AirNow","060010009","3","11.1","ug/m3 LC","46","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/21/2023","AirNow","060010009","3","9.3","ug/m3 LC","39","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/22/2023","AirNow","060010009","3","4.5","ug/m3 LC","19","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/23/2023","AirNow","060010009","3","4","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/24/2023","AirNow","060010009","3","4","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/25/2023","AirNow","060010009","3","2.9","ug/m3 LC","12","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/26/2023","AirNow","060010009","3","5.2","ug/m3 LC","22","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/27/2023","AirNow","060010009","3","3.8","ug/m3 LC","16","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"02/28/2023","AirNow","060010009","3","4","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/01/2023","AirNow","060010009","3","4","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/02/2023","AirNow","060010009","3","5","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/03/2023","AirNow","060010009","3","6.9","ug/m3 LC","29","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/04/2023","AirNow","060010009","3","6.9","ug/m3 LC","29","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/05/2023","AirNow","060010009","3","5.2","ug/m3 LC","22","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/06/2023","AirNow","060010009","3","4.9","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/07/2023","AirNow","060010009","3","3.1","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/08/2023","AirNow","060010009","3","3.3","ug/m3 LC","14","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/09/2023","AirNow","060010009","3","3","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/10/2023","AirNow","060010009","3","4.8","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/11/2023","AirNow","060010009","3","6.5","ug/m3 LC","27","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/12/2023","AirNow","060010009","3","3","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/13/2023","AirNow","060010009","3","2.8","ug/m3 LC","12","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/14/2023","AirNow","060010009","3","3.4","ug/m3 LC","14","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/15/2023","AirNow","060010009","3","5.2","ug/m3 LC","22","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/16/2023","AirNow","060010009","3","6.7","ug/m3 LC","28","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/17/2023","AirNow","060010009","3","9.5","ug/m3 LC","40","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/18/2023","AirNow","060010009","3","9.5","ug/m3 LC","40","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/19/2023","AirNow","060010009","3","3.2","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/20/2023","AirNow","060010009","3","5","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/21/2023","AirNow","060010009","3","2.4","ug/m3 LC","10","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/23/2023","AirNow","060010009","3","5","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/28/2023","AirNow","060010009","3","2.7","ug/m3 LC","11","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/29/2023","AirNow","060010009","3","2.6","ug/m3 LC","11","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/30/2023","AirNow","060010009","3","2.1","ug/m3 LC","9","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"03/31/2023","AirNow","060010009","3","5.9","ug/m3 LC","25","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/01/2023","AirNow","060010009","3","4.3","ug/m3 LC","18","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/02/2023","AirNow","060010009","3","2.3","ug/m3 LC","10","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/03/2023","AirNow","060010009","3","1.9","ug/m3 LC","8","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/04/2023","AirNow","060010009","3","1.6","ug/m3 LC","7","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/05/2023","AirNow","060010009","3","3.2","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/06/2023","AirNow","060010009","3","4.3","ug/m3 LC","18","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/07/2023","AirNow","060010009","3","2.4","ug/m3 LC","10","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/08/2023","AirNow","060010009","3","2.4","ug/m3 LC","10","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/09/2023","AirNow","060010009","3","4.8","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/10/2023","AirNow","060010009","3","4.9","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/11/2023","AirNow","060010009","3","3.1","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/12/2023","AirNow","060010009","3","4.9","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/13/2023","AirNow","060010009","3","5","ug/m3 LC","21","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/14/2023","AirNow","060010009","3","3.7","ug/m3 LC","15","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/15/2023","AirNow","060010009","3","2","ug/m3 LC","8","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/16/2023","AirNow","060010009","3","3.4","ug/m3 LC","14","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/17/2023","AirNow","060010009","3","4.3","ug/m3 LC","18","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/18/2023","AirNow","060010009","3","4.8","ug/m3 LC","20","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/19/2023","AirNow","060010009","3","4","ug/m3 LC","17","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/20/2023","AirNow","060010009","3","8.2","ug/m3 LC","34","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/21/2023","AirNow","060010009","3","7.3","ug/m3 LC","30","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/22/2023","AirNow","060010009","3","7.4","ug/m3 LC","31","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/23/2023","AirNow","060010009","3","4.2","ug/m3 LC","18","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/24/2023","AirNow","060010009","3","9.7","ug/m3 LC","40","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/25/2023","AirNow","060010009","3","8.3","ug/m3 LC","35","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/26/2023","AirNow","060010009","3","8.4","ug/m3 LC","35","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/27/2023","AirNow","060010009","3","7.3","ug/m3 LC","30","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/28/2023","AirNow","060010009","3","6.8","ug/m3 LC","28","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/29/2023","AirNow","060010009","3","3.9","ug/m3 LC","16","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"04/30/2023","AirNow","060010009","3","6.2","ug/m3 LC","26","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/01/2023","AirNow","060010009","3","2.8","ug/m3 LC","12","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/02/2023","AirNow","060010009","3","1.1","ug/m3 LC","5","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/03/2023","AirNow","060010009","3","1.8","ug/m3 LC","8","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/04/2023","AirNow","060010009","3","3.5","ug/m3 LC","15","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/05/2023","AirNow","060010009","3","2.2","ug/m3 LC","9","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"05/06/2023","AirNow","060010009","3","3.1","ug/m3 LC","13","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/01/2023","AirNow","060010011","3","4.2","ug/m3 LC","18","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/02/2023","AirNow","060010011","3","3.3","ug/m3 LC","14","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/03/2023","AirNow","060010011","3","4.2","ug/m3 LC","18","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/04/2023","AirNow","060010011","3","3","ug/m3 LC","13","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/05/2023","AirNow","060010011","3","7.5","ug/m3 LC","31","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/06/2023","AirNow","060010011","3","9.2","ug/m3 LC","38","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/07/2023","AirNow","060010011","3","3","ug/m3 LC","13","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/08/2023","AirNow","060010011","3","5.9","ug/m3 LC","25","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/09/2023","AirNow","060010011","3","7.2","ug/m3 LC","30","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/10/2023","AirNow","060010011","3","5.8","ug/m3 LC","24","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/11/2023","AirNow","060010011","3","3.3","ug/m3 LC","14","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/12/2023","AirNow","060010011","3","6.4","ug/m3 LC","27","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/13/2023","AirNow","060010011","3","3.9","ug/m3 LC","16","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/14/2023","AirNow","060010011","3","6.9","ug/m3 LC","29","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
